Código;Título;Autorxs;Org.;Tradução;Ano;Colecção;Volume;Editora;Local;Edição;Nº de Páginas;Ex. N.º;ISBN#;Formato;Etiquetas;Estatuto;Estado
0562/AGRABS;Дворянское гнездо [Um Ninho de Nobres];[Ivan Turguenev];[-];[-];2015;-;-;Editora Azbuka;[São Petersburgo];-;221;;978-5-389-02702-2;Impresso;[Literatura* Romance];Disponível para requisição;
0563/AGRABS;Отцы и дети [Pais e Filhos];[Ivan Turguenev];[-];[-];2015;Clássicos russos;-;Editora ACT;[Moscovo];-;288;;978-5-17-089255-6;Impresso;[Literatura* Romance];Disponível para requisição;
0564/AGRABS;Государство и анархия [Estado e Anarquia];[Mikhail Bakunin];[-];[-];2014;Cânone de Filosofia;-;Editora TERRA;[-];1;704;;978-5-4224-0866-5;Impresso;[Anarquismo];Disponível para requisição;
0565/AGRABS;Свобода и любовь [Liberdade e Amor];[Alexandra Kollontai];[-];[-];2014;-;-;Editora Algoritm;[Moscovo];1;304;;978-5-4438-0746-1;Impresso;[-];Disponível para requisição;
0566/AGRABS;Язык русского анархизма [A Linguagem do Anarquismo Russo];[Mikhail Martynov];[-];[-];2016;-;-;Editora Revolução Cultural;[Moscovo];1;171;;978-5-902764-63-2;Impresso;[Anarquismo];Disponível para requisição;
0567/AGRABS;Un Peu de Soleil dans L'Eau Froide;[Françoise Sagan];[-];[-];1969;-;-;Flammarion ;[Paris];-;249;;-;Impresso;[Literatura* Romance];Disponível para requisição;
0568/AGRABS;O Labirintodonte;[Alberto Pimenta ];[-];[-];2012;-;-;7 nós;[Porto];2;110;;978-989-8306-06-7;Impresso;[Poesia];Disponível para requisição;
0569/AGRABS;The Opera Reader;[-];[Louis Biancolli];[-];;-;-;McGraw-Hill Book Company, Inc.;[New York* Toronto* London];-;678;;-;Impresso;[Ópera];Disponível para consulta;
0570/AGRABS;Maria Nikiforova: La Révolution sans Attendre;[-];[Mila Cotlenko];[-];2015;Le fil noir de l'histoire ;3;Mutines Séditions;[Paris];2;145;2;-;Impresso;[História* Biografia* Revolução];Disponível para requisição;
0571/AGRABS;Preferia roubar a ser roubado!: Textos sobre o roubo revolucionário;[-];[Mário Rui Pinto];[Carlos Jacques* Mário Rui PInto];2017;-;-;Barricada de Livros;[Lisboa];1;115;2;-;Impresso;[Anarquismo* Roubo];Disponível para requisição;
0572/AGRABS;Desarrollo local y emprendimiento de la economía social;[VV.AA.];[CIRIEC-España. Revista de economía pública, social y cooperativa ];[-];2009;-;64;-;[Estado espanhol];-;202;;-;Impresso;[Economia Solidária];Disponível para requisição;
0573/AGRABS;Infraestructuras tecnológicas: Soporte de la economía del siglo XXI;[VV.AA.];[Ekonomiaz: Revista Vasca de Economía];[-];2006;-;63;Servicio Central de Publicaciones del Gobierno Vasco;[Vitoria-Gasteiz];-;327;;ISSN-0213-3865;Impresso;[Economia];Disponível para requisição;
0574/AGRABS;Total Liberation;[Anónimo];[-];[-];2019;-;-;Active Distribution e Signal Fire;[Croatia, UK];1;120;;978-1-909798-68-7;Impresso;[Ecologia* Especismo];Disponível para requisição;
0575/AGRABS;Género, Cultura Visual e Performance. Antologia Crítica;[VV.AA.];[Ana Gabriela Macedo* Francesca Rayner];[-];2011;Colecção Antologias;2;Edições Húmus/CEHUM;[V. N. Famalicão];1;185;-;;;[];;
0576/AGRABS;No existe sexo sin racialización;[leticia rojas miranda* francisco godoy veja* lucía egaña rojas* kenza benzidán* yos (erchxs) piña narváez];[-];[-];2017;-;-;Colectivo Ayllu/Matadero Madrid;[Madrid];1;108;-;978-84-697-5333-0;Impresso ;[Descolonialidade* Racialidade* Racismo* Sexualidades* Queer* Branquitude];Disponível para requisição;
0577/AGRABS;Señoras que se empotraron hace mucho;[Cristina Domenech];[-];[-];2019;-;-;Plan B;[Barcelona];1;222;-;978-84-17001-93-3;Impresso;[Lesbianismo* Sexualidades* Herstoria* Memória];Disponível para requisição;
0578/AGRABS;V for Vendetta;[Alan Moore* David Lloyd];[-];[-];2012;-;;Vertigo;[New York];-;288;-;978-1-4012-0841-7;Impresso;[Totalitarismo* Comics* Novela gráfica* Banda desenhada];Disponível para requisição;
0579/AGRABS;A Sociedade do Espectáculo;[Guy Debord];[-];[Francisco Alves* Afonso Monteiro];2012;-;-;Antígona;[Lisboa];1;137;-;978-972-608-222-4;Impresso;[Filosofia];Disponível para requisição;
0580/AGRABS;Homossexuais no Estado Novo;[São José Almeida];[-];[-];2010;-;-;Sextante Editora;[Lisboa];1;232;-;978-989-676-021-2;Impresso;[Gay* Homossexualidade* Sexualidades* História* Estado Novo];Disponível para requisição;
0581/AGRABS;El Otro Mundo. Atentos a Sus Pantallas;[Miguel Brieva];[-];[-];2009;-;1;Penguin Random House;[Barcelona];1;-;-;978-84-397-2188-8;Impresso;[Sátira social e política* Tecnologia* Consumo* Comics];Disponível para requisição;
0582/AGRABS;La Anarquía Funciona;[Peter Gelderloos];[-];[-];2008;-;-;Editorial Descontrol;[Barcelona];3;302;-;-;Impresso;[Anarquismo* História* Memória];Disponível para requisição;
0583/AGRABS;Salud Antiautoritaria. Propuesta Anarquista contra el Sistema Sanitario Dominante;[SDA – Salud Antiautoritaria];[-];[-];2017;-;-;Ké Animal es Ese Gato;[Lisboa];1;133;-;-;Impresso;[Saúde anti-autoritária];Disponível para requisição;
0584/AGRABS;Ivan Illich e Paulo Freire: A opressão da pedagogia, A pedagogia dos oprimidos;[Rosiska Darcy de Oliveira* Pierre Dominicé];[-];[Carlos da Veiga Ferreira];1997;Cadernos Livres;11;Livraria Sá da Costa;[Lisboa];1;60;2;-;Impresso;[Pedagogia];Disponível para requisição;
0585/AGRABS;A Reprodução da Vida Quotidiana e Outros Escritos ;[Fredy Perlman];[-];[Textos Subterrâneos];2015;-;-;Textos Subterrâneos;[-];1;148;2;-;Impresso;[];Disponível para requisição;
0586/AGRABS;O Segundo Sexo: Os Factos e os Mitos;[Simone de Beauvoir ];[-];[Sérgio Milliet];2009;Série Simone de Beauvoir;1;Quetzal Editores;[Lisboa];1;414;-;978-972-564-775-9;Impresso;[Feminismos* Literatura];Disponível para requisição;
0587/AGRABS;O Segundo Sexo: A Experiência Vivida;[Simone de Beauvoir ];[-];[Sérgio Milliet];2008;Série Simone de Beauvoir;2;Quetzal Editores;[Lisboa];1;559;-;978-972-564-732-5;Impresso;[Feminismos* Literatura];Disponível para requisição;
0588/AGRABS;Os Que Vão Morrer de Fome;[Sylvie Brunel];[-];[Elsa Andringa];1998;-;-;Campo das Letras;[Porto];1;227;-;972-610-045-3;Impresso;[];Disponível para requisição;
0589/AGRABS;História e Utopia;[E. M. Cioran];[-];[Miguel Serras Pereira];2014;-;-;Letra Livre;[Lisboa];2;140;-;978-989-8268-23-5;Impresso;[];Disponível para requisição;
0590/AGRABS;Beneath the Paving Stones. Situationists and the Beach, May 1968;[VV.AA.];[Dark Star];[-];2001;-;-;Ak Press/Dark Star;[Edinburgh* San Francisco];1;120;-;1902593383;Impresso;[Situacionismo];Disponível para requisição;
0591/AGRABS;Género e Estudos Feministas;[VV.AA.];[Diacrítica. Revista do Centro de Estudos Humanísticos ];[-];2008;Série Ciências da Literatura;22.3;Diacrítica. Revista do Centro de Estudos Humanísticos/Universidade do Minho;[Braga];1;468;-;0807/8967;Impresso;[Género* Estudos Feministas* Humanidades];Disponível para requisição;
0592/AGRABS;Species Matters: Humane Advocacy and Cultural Theory;[-];[Marianne DeKoven* Michael Lundblad];[-];2012;-;-;Columbia University Press;[New York];1;230;-;978-0-231-15283-9;Impresso;[Especismo* Ecofeminismo* Direitos dos Animais];Disponível para requisição;
0593/AGRABS;O Assassino de Catarina Eufémia;[Pedro Prostes da Fonseca];[-];[-];2015;-;-;Matéria-Prima Edições;[Lisboa];1;211;-;978-989-769-021-1;Impresso;[Catarina Eufémia];Disponível para requisição;
0594/AGRABS;Políticas Trans: Una Antología de Textos desde los Estudios Trans Norteamericanos;[-];[Pol Galofre* Miquel Missé];[-];2015;-;-;Editorial EGALES;[Barcelona* Madrid];1;244;-;978-84-16491-34-6;Impresso;[Género* Trans* Transexualidades* Sexualidades];Disponível para requisição;
0595/AGRABS;The Gay Militants. How Gay Liberation Began in America, 1969-1971;[Donn Teal];[-];[-];1995;-;-;St. Martin's Press;[New York];-;345;-;0-312-11279-3;Impresso;[Gay* Sexualidades* História* Memória];Disponível para requisição;
0596/AGRABS;Guy Debord;[Anselm Jappe];[-];[Iraci D. Poleti* Carla da Silva Pereira];2018;-;-;Antígona;[Lisboa];1;219;-;978-972-608-195-1;Impresso;[Guy Debord* Situacionismo];Disponível para requisição;
0597/AGRABS;Invisible Giant. Cargill and its Transnational Strategies;[Brewster Kneen];[-];[-];2002;-;-;Pluto Press;[London];2;222;-;0-7453-1958-0;Impresso;[Sistema agro-alimentar* Alimentação* Capitalismo];Disponível para requisição;
0598/AGRABS;The Dispossessed;[Ursula K. Le Guin];[-];[-];1974;-;-;Avon Books;[New York];1;311;- ;0-380-44057-1;Impresso;[];Disponível para requisição;
0599/AGRABS;Sister Outsider;[Audre Lorde];[-];[-];2007;-;-;Crossing Press;[Berkeley];-;190;-;978-1-58091-186-3;Impresso;[Feminismo* Descolonialidade];Disponível para requisição;
0600/AGRABS;Ecofeminismos: Fundamentos teóricos e Práxis interseccionais;[VV.AA.];[Daniela Rosendo* Fábio A. G. Oliveira* Príscila Carvalho* Tânia A. Kuhnen];[-];2019;-;-;Ape'Ku Editora;[Rio de Janeiro];1;227;-;978-65-80154-12-8;Impresso;[Ecofeminismos* Interseccionalidade];Disponível para requisição;
0601/AGRABS;Participacción! Una caja de herramientas para la economía solidaria;[VV.AA.];[Revista Illacrua];[-];;;25;Icaria Editorial;[Barcelona];-;199;-;978-84-7426-812-6;Impresso;[Participação* economia solidaria];Disponível para requisição;
0602/AGRABS;The Vegan Studies Project. Food, Animals and Gender in the Age of Terror;[-];[Laura Wright];[-];2015;-;-;The University of Georgia Press;[Athens and London];1;204;-;978-0-8203-4856-8;Impresso;[Veganismo* Anti-especismo];Disponível para requisição;
0603/AGRABS;La Acción Política desde la Comunidad;[VV.AA.];[Pilar Heras i Trias];[-];2008;Colección Acción Comunitaria;8;Editorial GRAÓ;[Barcelona];1;158;-;978-84-7827-653;Impresso;[Comunidade* Auto-organização* Movimentos sociais];Disponível para requisição;
0604/AGRABS;The Squatters' Movement in Europe. Commons and Autonomy as Alternatives to Capitalism;[Squatting Europe Kollective];[Claudio Cattaneo* Miguel A. Martínez];[-];2014;-;-;Pluto Press;[London];1;268;-;978-0-7453-3395-3;Impresso;[Ocupação* Movimentos sociais* Anti-capitalismo];Disponível para requisição;
0605/AGRABS;Dentro de Jaulas. La liberación animal y encarcelamiento;[Lewis Pogson];[-];[-];2016;-;-;ochodoscuatro ediciones;[Madrid];1;166;-;978-84-608-7917-6;Impresso;[Anti-especismo* Libertação animal];Disponível para requisição;
0606/AGRABS;Queer UltraViolence. Abridged Bash Back! Antology;[Bash Back!];[Fray Baroque* Tegan Eanelli];[];;;;;[];;;;;;[];;
